COU,Country,Variable,Year,Unit,Value
ECU,Ecuador,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,162.487
ECU,Ecuador,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,166.065
ECU,Ecuador,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,211.177
ECU,Ecuador,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,234.409
ECU,Ecuador,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,242.409
ECU,Ecuador,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,244.057
ECU,Ecuador,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.002255
ECU,Ecuador,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.892341
ECU,Ecuador,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.943262
ECU,Ecuador,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.434251
ECU,Ecuador,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.679326
ECU,Ecuador,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.732217
ECU,Ecuador,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.760468
GNQ,Equatorial Guinea,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,150.74
GNQ,Equatorial Guinea,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,154.928
GNQ,Equatorial Guinea,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,213.47
GNQ,Equatorial Guinea,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,237.22
GNQ,Equatorial Guinea,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,265.286
GNQ,Equatorial Guinea,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,310.348
GNQ,Equatorial Guinea,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,292.966
GNQ,Equatorial Guinea,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.515449
GNQ,Equatorial Guinea,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.557558
GNQ,Equatorial Guinea,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.40261
GNQ,Equatorial Guinea,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.400415
GNQ,Equatorial Guinea,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.664446
GNQ,Equatorial Guinea,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.18292
GNQ,Equatorial Guinea,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.13458
ERI,Eritrea,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,186.019
ERI,Eritrea,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,230.244
ERI,Eritrea,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,307.883
ERI,Eritrea,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,303.215
ERI,Eritrea,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,305.798
ERI,Eritrea,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,337.236
ERI,Eritrea,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,393.585
ERI,Eritrea,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.828194
ERI,Eritrea,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.314743
ERI,Eritrea,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.095273
ERI,Eritrea,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.048345
ERI,Eritrea,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.074308
ERI,Eritrea,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.39037
ERI,Eritrea,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.966591
EST,Estonia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,451.353
EST,Estonia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,494.89
EST,Estonia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,373.854
EST,Estonia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,326.496
EST,Estonia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,249.29
EST,Estonia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,138.675
EST,Estonia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,120.481
EST,Estonia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,5.055371
EST,Estonia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,5.665785
EST,Estonia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.141407
EST,Estonia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.480359
EST,Estonia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.816663
EST,Estonia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.512558
EST,Estonia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.26927
ETH,Ethiopia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,83.939
ETH,Ethiopia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,71.024
ETH,Ethiopia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,69.082
ETH,Ethiopia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,61.948
ETH,Ethiopia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,69.216
ETH,Ethiopia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,74.575
ETH,Ethiopia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,79.87
ETH,Ethiopia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,0.8438727
ETH,Ethiopia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,0.7140345
ETH,Ethiopia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,0.6945128
ETH,Ethiopia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,0.6227919
ETH,Ethiopia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,0.6958616
ETH,Ethiopia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,0.7497315
ETH,Ethiopia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,0.8033948
FJI,Fiji,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,114.085
FJI,Fiji,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,139.737
FJI,Fiji,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,245.708
FJI,Fiji,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,268.817
FJI,Fiji,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,291.362
FJI,Fiji,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,328.762
FJI,Fiji,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,370.588
FJI,Fiji,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.351825
FJI,Fiji,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.645058
FJI,Fiji,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.875326
FJI,Fiji,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.112309
FJI,Fiji,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.376784
FJI,Fiji,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.743438
FJI,Fiji,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,4.182633
GHA,Ghana,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,236.776
GHA,Ghana,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,217.602
GHA,Ghana,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,292.051
GHA,Ghana,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,312.823
GHA,Ghana,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,335.701
GHA,Ghana,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,409.815
GHA,Ghana,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,412.236
GHA,Ghana,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.380408
GHA,Ghana,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.187642
GHA,Ghana,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.936111
GHA,Ghana,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.144937
GHA,Ghana,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.497941
GHA,Ghana,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,5.369228
GHA,Ghana,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.323685
GRD,Grenada,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,368.161
GRD,Grenada,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,407.023
GRD,Grenada,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,414.971
GRD,Grenada,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,385.031
GRD,Grenada,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,403.382
GRD,Grenada,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,440.261
GRD,Grenada,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,459.784
GRD,Grenada,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,4.311079
GRD,Grenada,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.774241
GRD,Grenada,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.727014
GRD,Grenada,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.297243
GRD,Grenada,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.529281
GRD,Grenada,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,4.883786
GRD,Grenada,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.031578
IRL,Ireland,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,416.863
IRL,Ireland,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,369.808
IRL,Ireland,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,291.706
IRL,Ireland,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,204.017
IRL,Ireland,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,154.837
IRL,Ireland,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,120.322
IRL,Ireland,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,109.708
IRL,Ireland,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,4.596518
IRL,Ireland,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,3.914949
IRL,Ireland,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.852203
IRL,Ireland,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.928281
IRL,Ireland,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.48541
IRL,Ireland,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.085863
IRL,Ireland,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,0.9519086
GAB,Gabon,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,312.77
GAB,Gabon,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,374.915
GAB,Gabon,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,439.419
GAB,Gabon,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,433.434
GAB,Gabon,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,421.223
GAB,Gabon,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,407.04
GAB,Gabon,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,378.259
GAB,Gabon,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,3.32603
GAB,Gabon,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,3.979598
GAB,Gabon,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.716408
GAB,Gabon,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.675433
GAB,Gabon,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.584453
GAB,Gabon,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,4.397781
GAB,Gabon,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,4.099416
GMB,Gambia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,137.24
GMB,Gambia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,151.352
GMB,Gambia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,157.101
GMB,Gambia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,176.397
GMB,Gambia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,175.542
GMB,Gambia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,199.283
GMB,Gambia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,207.224
GMB,Gambia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.379732
GMB,Gambia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.521609
GMB,Gambia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.579396
GMB,Gambia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.773389
GMB,Gambia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.764798
GMB,Gambia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.003477
GMB,Gambia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.085795
GEO,Georgia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,766.495
GEO,Georgia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,782.576
GEO,Georgia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,841.561
GEO,Georgia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,851.995
GEO,Georgia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,834.035
GEO,Georgia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,755.281
GEO,Georgia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,778.679
GEO,Georgia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,8.910356
GEO,Georgia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,7.867558
GEO,Georgia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,8.460555
GEO,Georgia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,10.28456
GEO,Georgia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,9.787266
GEO,Georgia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,8.635383
GEO,Georgia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,8.742424
GRL,Greenland,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,124.862
GRL,Greenland,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,130.876
GRL,Greenland,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,115.058
GRL,Greenland,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,101.824
GRL,Greenland,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,89.447
GRL,Greenland,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,96.272
GRL,Greenland,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,108.468
GUM,Guam,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,129.051
GUM,Guam,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,125.232
GUM,Guam,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,114.34
GUM,Guam,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,111.377
